actor,movie,movie_year,role_sentence,role_size
Glenn Close,"Greystoke: The Legend of Tarzan, Lord of the Apes",1984,"In ""Greystoke: The Legend of Tarzan, Lord of the Apes"", Glenn Close had a large role.",large
Glenn Close,The Natural,1984,"In The Natural, Glenn Close had a large role.",large
Glenn Close,The Stone Boy,1984,"In The Stone Boy, Glenn Close had a large role.",large
Glenn Close,Jagged Edge,1985,"In Jagged Edge, Glenn Close had a large role.",large
Glenn Close,Maxie,1985,"In Maxie, Glenn Close had a large role.",large
Glenn Close,Fatal Attraction,1987,"In Fatal Attraction, Glenn Close had a large role.",large
Glenn Close,Dangerous Liaisons,1988,"In Dangerous Liaisons, Glenn Close had a large role.",large
Glenn Close,Light Years,1988,"In Light Years, Glenn Close had a large role.",large
Glenn Close,Immediate Family,1989,"In Immediate Family, Glenn Close had a large role.",large
Glenn Close,Hamlet,1990,"In Hamlet, Glenn Close had a large role.",large
Glenn Close,Reversal of Fortune,1990,"In Reversal of Fortune, Glenn Close had a large role.",large
Glenn Close,Hook,1991,"In Hook, Glenn Close had a large role.",large
Glenn Close,Meeting Venus,1991,"In Meeting Venus, Glenn Close had a large role.",large
Glenn Close,The House of the Spirits,1993,"In The House of the Spirits, Glenn Close had a large role.",large
Glenn Close,The Paper,1994,"In The Paper, Glenn Close had a large role.",large
Glenn Close,101 Dalmatians,1996,"In 101 Dalmatians, Glenn Close had a large role.",large
Glenn Close,Mars Attacks!,1996,"In Mars Attacks!, Glenn Close had a large role.",large
Glenn Close,Mary Reilly,1996,"In Mary Reilly, Glenn Close had a large role.",large
Glenn Close,Air Force One,1997,"In Air Force One, Glenn Close had a large role.",large
Glenn Close,In & Out,1997,"In In & Out, Glenn Close had a large role.",large
Glenn Close,Paradise Road,1997,"In Paradise Road, Glenn Close had a large role.",large
Glenn Close,Welcome to Hollywood,1998,"In Welcome to Hollywood, Glenn Close had a large role.",large
Glenn Close,Cookie's Fortune,1999,"In Cookie's Fortune, Glenn Close had a large role.",large
Glenn Close,Tarzan,1999,"In Tarzan, Glenn Close had a large role.",large
Glenn Close,102 Dalmatians,2000,"In 102 Dalmatians, Glenn Close had a large role.",large
Glenn Close,Things You Can Tell Just by Looking at Her,2000,"In Things You Can Tell Just by Looking at Her, Glenn Close had a large role.",large
Glenn Close,The Safety of Objects,2001,"In The Safety of Objects, Glenn Close had a large role.",large
Glenn Close,Le Divorce,2003,"In Le Divorce, Glenn Close had a large role.",large
Glenn Close,Pinocchio,2003,"In Pinocchio, Glenn Close had a large role.",large
Glenn Close,Heights,2004,"In Heights, Glenn Close had a large role.",large
Glenn Close,The Stepford Wives,2004,"In The Stepford Wives, Glenn Close had a large role.",large
Glenn Close,Nine Lives,2005,"In Nine Lives, Glenn Close had a large role.",large
Glenn Close,Tarzan II,2005,"In Tarzan II, Glenn Close had a large role.",large
Glenn Close,The Chumscrubber,2005,"In The Chumscrubber, Glenn Close had a large role.",large
Glenn Close,Hoodwinked!,2006,"In Hoodwinked!, Glenn Close had a large role.",large
Glenn Close,Evening,2007,"In Evening, Glenn Close had a large role.",large
Glenn Close,Albert Nobbs,2011,"In Albert Nobbs, Glenn Close had a large role.",large
Glenn Close,Hoodwinked Too! Hood vs. Evil,2011,"In Hoodwinked Too! Hood vs. Evil, Glenn Close had a large role.",large
Glenn Close,Guardians of the Galaxy,2014,"In Guardians of the Galaxy, Glenn Close had a large role.",large
Glenn Close,Low Down,2014,"In Low Down, Glenn Close had a large role.",large
Glenn Close,5 to 7,2015,"In 5 to 7, Glenn Close had a large role.",large
Glenn Close,Anesthesia,2015,"In Anesthesia, Glenn Close had a large role.",large
Glenn Close,The Great Gilly Hopkins,2015,"In The Great Gilly Hopkins, Glenn Close had a large role.",large
Glenn Close,The Girl with All the Gifts,2016,"In The Girl with All the Gifts, Glenn Close had a large role.",large
Glenn Close,Warcraft,2016,"In Warcraft, Glenn Close had a large role.",large
Glenn Close,Crooked House,2017,"In Crooked House, Glenn Close had a large role.",large
Glenn Close,Father Figures,2017,"In Father Figures, Glenn Close had a large role.",large
Glenn Close,The Wife,2017,"In The Wife, Glenn Close had a large role.",large
Glenn Close,The Wilde Wedding,2017,"In The Wilde Wedding, Glenn Close had a large role.",large
Glenn Close,What Happened to Monday,2017,"In What Happened to Monday, Glenn Close had a large role.",large
Glenn Close,Four Good Days,2020,"In Four Good Days, Glenn Close had a large role.",large
Glenn Close,Hillbilly Elegy,2020,"In Hillbilly Elegy, Glenn Close had a large role.",large
Glenn Close,Cruella,2021,"In Cruella, Glenn Close had a large role.",large
Glenn Close,Swan Song,2021,"In Swan Song, Glenn Close had a large role.",large
Glenn Close,Heart of Stone,2023,"In Heart of Stone, Glenn Close had a large role.",large
Glenn Close,Brothers,2024,"In Brothers, Glenn Close had a large role.",large
Glenn Close,The Deliverance,2024,"In The Deliverance, Glenn Close had a large role.",large
Glenn Close,The Summer Book,2024,"In The Summer Book, Glenn Close had a large role.",large
Glenn Close,Animal Farm,2025,"In Animal Farm, Glenn Close had a large role.",large
Glenn Close,Back in Action,2025,"In Back in Action, Glenn Close had a large role.",large
Glenn Close,Wake Up Dead Man,2025,"In Wake Up Dead Man, Glenn Close had a large role.",large
Glenn Close,The Black Ball,2026,"In The Black Ball, Glenn Close had a large role.",large
Glenn Close,The Hunger Games: Sunrise on the Reaping,2026,"In The Hunger Games: Sunrise on the Reaping, Glenn Close had a large role.",large
Halle Berry,Jungle Fever,1991,"In Jungle Fever, Halle Berry had a large role.",large
Halle Berry,Strictly Business,1991,"In Strictly Business, Halle Berry had a large role.",large
Halle Berry,The Last Boy Scout,1991,"In The Last Boy Scout, Halle Berry had a large role.",large
Halle Berry,Boomerang,1992,"In Boomerang, Halle Berry had a large role.",large
Halle Berry,CB4,1993,"In CB4, Halle Berry had a large role.",large
Halle Berry,Father Hood,1993,"In Father Hood, Halle Berry had a large role.",large
Halle Berry,The Program,1993,"In The Program, Halle Berry had a large role.",large
Halle Berry,The Flintstones (film),1994,"In The Flintstones (film), Halle Berry had a large role.",large
Halle Berry,Losing Isaiah,1995,"In Losing Isaiah, Halle Berry had a large role.",large
Halle Berry,Executive Decision,1996,"In Executive Decision, Halle Berry had a large role.",large
Halle Berry,Girl 6,1996,"In Girl 6, Halle Berry had a large role.",large
Halle Berry,Race the Sun,1996,"In Race the Sun, Halle Berry had a large role.",large
Halle Berry,B*A*P*S,1997,"In B*A*P*S, Halle Berry had a large role.",large
Halle Berry,Bulworth,1998,"In Bulworth, Halle Berry had a large role.",large
Halle Berry,Welcome to Hollywood,1998,"In Welcome to Hollywood, Halle Berry had a large role.",large
Halle Berry,Why Do Fools Fall in Love,1998,"In Why Do Fools Fall in Love, Halle Berry had a large role.",large
Halle Berry,X-Men,2000,"In X-Men, Halle Berry had a large role.",large
Halle Berry,Swordfish,2001,"In Swordfish, Halle Berry had a large role.",large
Halle Berry,Die Another Day,2002,"In Die Another Day, Halle Berry had a large role.",large
Halle Berry,Gothika,2003,"In Gothika, Halle Berry had a large role.",large
Halle Berry,X2,2003,"In X2, Halle Berry had a large role.",large
Halle Berry,Catwoman,2004,"In Catwoman, Halle Berry had a large role.",large
Halle Berry,Robots,2005,"In Robots, Halle Berry had a large role.",large
Halle Berry,X-Men: The Last Stand,2006,"In X-Men: The Last Stand, Halle Berry had a large role.",large
Halle Berry,Perfect Stranger,2007,"In Perfect Stranger, Halle Berry had a large role.",large
Halle Berry,Things We Lost in the Fire,2007,"In Things We Lost in the Fire, Halle Berry had a large role.",large
Halle Berry,Frankie & Alice,2010,"In Frankie & Alice, Halle Berry had a large role.",large
Halle Berry,Cloud Atlas,2012,"In Cloud Atlas, Halle Berry had a large role.",large
Halle Berry,Dark Tide,2012,"In Dark Tide, Halle Berry had a large role.",large
Halle Berry,Movie 43,2013,"In Movie 43, Halle Berry had a large role.",large
Halle Berry,The Call,2013,"In The Call, Halle Berry had a large role.",large
Halle Berry,X-Men: Days of Future Past,2014,"In X-Men: Days of Future Past, Halle Berry had a large role.",large
Halle Berry,Kevin Hart: What Now?,2016,"In Kevin Hart: What Now?, Halle Berry had a large role.",large
Halle Berry,Kidnap,2017,"In Kidnap, Halle Berry had a large role.",large
Halle Berry,Kings,2017,"In Kings, Halle Berry had a large role.",large
Halle Berry,Kingsman: The Golden Circle,2017,"In Kingsman: The Golden Circle, Halle Berry had a large role.",large
Halle Berry,John Wick: Chapter 3 – Parabellum,2019,"In John Wick: Chapter 3 – Parabellum, Halle Berry had a large role.",large
Halle Berry,Bruised,2020,"In Bruised, Halle Berry had a large role.",large
Halle Berry,The Mothership,2021,"In The Mothership, Halle Berry had a large role.",large
Halle Berry,Moonfall,2022,"In Moonfall, Halle Berry had a large role.",large
Halle Berry,Never Let Go,2024,"In Never Let Go, Halle Berry had a large role.",large
Halle Berry,The Union,2024,"In The Union, Halle Berry had a large role.",large
Halle Berry,Crime 101,2026,"In Crime 101, Halle Berry had a large role.",large
Harrison Ford,Dead Heat on a Merry-Go-Round,1966,"In Dead Heat on a Merry-Go-Round, Harrison Ford had a large role.",large
Harrison Ford,A Time for Killing,1967,"In A Time for Killing, Harrison Ford had a large role.",large
Harrison Ford,Luv,1967,"In Luv, Harrison Ford had a large role.",large
Harrison Ford,Journey to Shiloh,1968,"In Journey to Shiloh, Harrison Ford had a large role.",large
Harrison Ford,Getting Straight,1970,"In Getting Straight, Harrison Ford had a large role.",large
Harrison Ford,Zabriskie Point,1970,"In Zabriskie Point, Harrison Ford had a large role.",large
Harrison Ford,American Graffiti,1973,"In American Graffiti, Harrison Ford had a large role.",large
Harrison Ford,The Conversation,1974,"In The Conversation, Harrison Ford had a large role.",large
Harrison Ford,Heroes,1977,"In Heroes, Harrison Ford had a large role.",large
Harrison Ford,Star Wars,1977,"In Star Wars, Harrison Ford had a large role.",large
Harrison Ford,Force 10 from Navarone,1978,"In Force 10 from Navarone, Harrison Ford had a large role.",large
Harrison Ford,Apocalypse Now,1979,"In Apocalypse Now, Harrison Ford had a large role.",large
Harrison Ford,Hanover Street,1979,"In Hanover Street, Harrison Ford had a large role.",large
Harrison Ford,More American Graffiti,1979,"In More American Graffiti, Harrison Ford had a large role.",large
Harrison Ford,The Frisco Kid,1979,"In The Frisco Kid, Harrison Ford had a large role.",large
Harrison Ford,The Empire Strikes Back,1980,"In The Empire Strikes Back, Harrison Ford had a large role.",large
Harrison Ford,Raiders of the Lost Ark,1981,"In Raiders of the Lost Ark, Harrison Ford had a large role.",large
Harrison Ford,Blade Runner,1982,"In Blade Runner, Harrison Ford had a large role.",large
Harrison Ford,E.T. the Extra-Terrestrial,1982,"In E.T. the Extra-Terrestrial, Harrison Ford had a large role.",large
Harrison Ford,Return of the Jedi,1983,"In Return of the Jedi, Harrison Ford had a large role.",large
Harrison Ford,Indiana Jones and the Temple of Doom,1984,"In Indiana Jones and the Temple of Doom, Harrison Ford had a large role.",large
Harrison Ford,Witness,1985,"In Witness, Harrison Ford had a large role.",large
Harrison Ford,The Mosquito Coast (film),1986,"In The Mosquito Coast (film), Harrison Ford had a large role.",large
Harrison Ford,Frantic,1988,"In Frantic, Harrison Ford had a large role.",large
Harrison Ford,Working Girl,1988,"In Working Girl, Harrison Ford had a large role.",large
Harrison Ford,Indiana Jones and the Last Crusade,1989,"In Indiana Jones and the Last Crusade, Harrison Ford had a large role.",large
Harrison Ford,Presumed Innocent,1990,"In Presumed Innocent, Harrison Ford had a large role.",large
Harrison Ford,Regarding Henry,1991,"In Regarding Henry, Harrison Ford had a large role.",large
Harrison Ford,Patriot Games,1992,"In Patriot Games, Harrison Ford had a large role.",large
Harrison Ford,The Fugitive (1993 film),1993,"In The Fugitive (1993 film), Harrison Ford had a large role.",large
Harrison Ford,Clear and Present Danger,1994,"In Clear and Present Danger, Harrison Ford had a large role.",large
Harrison Ford,Jimmy Hollywood,1994,"In Jimmy Hollywood, Harrison Ford had a large role.",large
Harrison Ford,One Hundred and One Nights,1995,"In One Hundred and One Nights, Harrison Ford had a large role.",large
Harrison Ford,Sabrina,1995,"In Sabrina, Harrison Ford had a large role.",large
Harrison Ford,The World of Jacques Demy,1995,"In The World of Jacques Demy, Harrison Ford had a large role.",large
Harrison Ford,The Immortal Beaver,1996,"In The Immortal Beaver, Harrison Ford had a large role.",large
Harrison Ford,Air Force One,1997,"In Air Force One, Harrison Ford had a large role.",large
Harrison Ford,"Six Days, Seven Nights",1998,"In ""Six Days, Seven Nights"", Harrison Ford had a large role.",large
Harrison Ford,Random Hearts,1999,"In Random Hearts, Harrison Ford had a large role.",large
Harrison Ford,What Lies Beneath,2000,"In What Lies Beneath, Harrison Ford had a large role.",large
Harrison Ford,K-19: The Widowmaker,2002,"In K-19: The Widowmaker, Harrison Ford had a large role.",large
Harrison Ford,Hollywood Homicide,2003,"In Hollywood Homicide, Harrison Ford had a large role.",large
Harrison Ford,Empire of Dreams: The Story of the Star Wars Trilogy,2004,"In Empire of Dreams: The Story of the Star Wars Trilogy, Harrison Ford had a large role.",large
Harrison Ford,Water to wine,2004,"In Water to wine, Harrison Ford had a large role.",large
Harrison Ford,Firewall,2006,"In Firewall, Harrison Ford had a large role.",large
Harrison Ford,Dalai Lama Renaissance,2007,"In Dalai Lama Renaissance, Harrison Ford had a large role.",large
Harrison Ford,Indiana Jones and the Kingdom of the Crystal Skull,2008,"In Indiana Jones and the Kingdom of the Crystal Skull, Harrison Ford had a large role.",large
Harrison Ford,Brüno,2009,"In Brüno, Harrison Ford had a large role.",large
Harrison Ford,Crossing Over,2009,"In Crossing Over, Harrison Ford had a large role.",large
Harrison Ford,Extraordinary Measures,2010,"In Extraordinary Measures, Harrison Ford had a large role.",large
Harrison Ford,Morning Glory,2010,"In Morning Glory, Harrison Ford had a large role.",large
Harrison Ford,Cowboys & Aliens,2011,"In Cowboys & Aliens, Harrison Ford had a large role.",large
Harrison Ford,42,2013,"In 42, Harrison Ford had a large role.",large
Harrison Ford,Anchorman 2: The Legend Continues,2013,"In Anchorman 2: The Legend Continues, Harrison Ford had a large role.",large
Harrison Ford,Drew: The Man Behind the Poster,2013,"In Drew: The Man Behind the Poster, Harrison Ford had a large role.",large
Harrison Ford,Milius,2013,"In Milius, Harrison Ford had a large role.",large
Harrison Ford,Paranoia,2013,"In Paranoia, Harrison Ford had a large role.",large
Harrison Ford,Flying the Feathered Edge: The Bob Hoover Project,2014,"In Flying the Feathered Edge: The Bob Hoover Project, Harrison Ford had a large role.",large
Harrison Ford,The Expendables 3,2014,"In The Expendables 3, Harrison Ford had a large role.",large
Harrison Ford,Living in the Age of Airplanes,2015,"In Living in the Age of Airplanes, Harrison Ford had a large role.",large
Harrison Ford,Star Wars: The Force Awakens,2015,"In Star Wars: The Force Awakens, Harrison Ford had a large role.",large
Harrison Ford,The Age of Adaline,2015,"In The Age of Adaline, Harrison Ford had a large role.",large
Harrison Ford,Blade Runner 2049,2017,"In Blade Runner 2049, Harrison Ford had a large role.",large
